transaction_id,timestamp,account_id,amount,merchant_category,country,is_flagged_fraud,anomaly_reason
TXN-00270,2024-06-29 12:00:00,ACC-118,828.91,Office Equipment,Germany,0,Normal business activity
TXN-00271,2024-06-29 14:30:00,ACC-101,1008.48,Cloud Hosting,United Kingdom,0,Normal business activity
TXN-00272,2024-06-29 17:00:00,ACC-112,1031.81,Cloud Hosting,United Kingdom,0,Normal business activity
TXN-00273,2024-06-29 19:30:00,ACC-117,355.6,Contractor Payout,Germany,0,Normal business activity
TXN-00274,2024-06-29 22:00:00,ACC-112,883.63,Travel & Meals,Germany,0,Normal business activity
TXN-00275,2024-06-30 00:30:00,ACC-116,884.74,Legal & Compliance,United Kingdom,0,Normal business activity
TXN-00276,2024-06-30 03:00:00,ACC-104,598.42,Cloud Hosting,United States,0,Normal business activity
TXN-00277,2024-06-30 05:30:00,ACC-120,736.29,Office Equipment,France,0,Normal business activity
TXN-00278,2024-06-30 08:00:00,ACC-107,0.01,Legal & Compliance,Germany,1,Micro-transaction card testing pattern (< $0.05)
TXN-00279,2024-06-30 10:30:00,ACC-113,1268.16,Legal & Compliance,United States,0,Normal business activity
TXN-00280,2024-06-30 13:00:00,ACC-114,1785.59,Contractor Payout,United Kingdom,0,Normal business activity
TXN-00281,2024-06-30 15:30:00,ACC-108,1524.73,Travel & Meals,Germany,0,Normal business activity
TXN-00282,2024-06-30 18:00:00,ACC-107,591.05,Office Equipment,France,0,Normal business activity
TXN-00283,2024-06-30 20:30:00,ACC-102,937.18,Office Equipment,United States,0,Normal business activity
TXN-00284,2024-06-30 23:00:00,ACC-120,179.52,Software License,United Kingdom,0,Normal business activity
TXN-00285,2024-07-01 01:30:00,ACC-107,719.02,Software License,United Kingdom,0,Normal business activity
TXN-00286,2024-07-01 04:00:00,ACC-109,782.94,Contractor Payout,United States,0,Normal business activity
TXN-00287,2024-07-01 06:30:00,ACC-100,283.82,Travel & Meals,France,0,Normal business activity
TXN-00288,2024-07-01 09:00:00,ACC-115,819.08,Travel & Meals,Germany,0,Normal business activity
TXN-00289,2024-07-01 11:30:00,ACC-117,448.53,Legal & Compliance,United Kingdom,0,Normal business activity
TXN-00290,2024-07-01 14:00:00,ACC-100,1121.1,Legal & Compliance,United States,0,Normal business activity
TXN-00291,2024-07-01 16:30:00,ACC-117,870.81,Legal & Compliance,United Kingdom,0,Normal business activity
TXN-00292,2024-07-01 19:00:00,ACC-116,1423.27,Legal & Compliance,Germany,0,Normal business activity
TXN-00293,2024-07-01 21:30:00,ACC-101,1361.52,Contractor Payout,United States,0,Normal business activity
TXN-00294,2024-07-02 00:00:00,ACC-116,734.47,Cloud Hosting,United Kingdom,0,Normal business activity
TXN-00295,2024-07-02 02:30:00,ACC-102,45.0,Office Equipment,United Kingdom,0,Normal business activity
TXN-00296,2024-07-02 05:00:00,ACC-113,775.81,Travel & Meals,United States,0,Normal business activity
TXN-00297,2024-07-02 07:30:00,ACC-105,572.99,Office Equipment,United Kingdom,0,Normal business activity
TXN-00298,2024-07-02 10:00:00,ACC-117,1299.12,Software License,United Kingdom,0,Normal business activity
TXN-00299,2024-07-02 12:30:00,ACC-109,847.83,Travel & Meals,United Kingdom,0,Normal business activity
TXN-00300,2024-07-02 15:00:00,ACC-120,873.31,Contractor Payout,United States,0,Normal business activity
